lr,batch_size,dropout,fold,trained_epochs,train_loss,train_acc,train_UF1,train_UAR,train_f1_micro,train_recall_micro,val_loss,val_acc,val_UF1,val_UAR,val_f1_micro,val_recall_micro,train_time_sec
1e-05,256,0.0,19,1,0.22411463571824092,0.9204621355718026,0.9118444152997901,0.8924406353967281,0.9204621355718026,0.9204621355718026,0.007792447693645954,1.0,1.0,1.0,1.0,1.0,245.1084213256836
1e-05,256,0.0,20,1,0.2112175215358409,0.9243681527280616,0.9214784969185968,0.8967697645784165,0.9243681527280616,0.9243681527280616,0.0027405188884586096,1.0,1.0,1.0,1.0,1.0,242.41538834571838
1e-05,256,0.0,21,1,0.22283189671821527,0.9224789384242688,0.9120068461462523,0.8852044906466675,0.9224789384242688,0.9224789384242688,9.084709017770365e-05,1.0,1.0,1.0,1.0,1.0,243.2889325618744
1e-05,256,0.0,22,1,0.21749484491003412,0.9228214569345173,0.9029599473298734,0.886524838296353,0.9228214569345173,0.9228214569345173,0.0012843792792409658,1.0,1.0,1.0,1.0,1.0,243.83876204490662
1e-05,256,0.0,23,1,0.2268010317219329,0.9217799440382706,0.9158528799976369,0.8902129932861342,0.9217799440382706,0.9217799440382706,0.005107044707983732,1.0,1.0,1.0,1.0,1.0,243.2115924358368
1e-05,256,0.0,24,1,0.2250872140553717,0.9209162015209812,0.9162322058879934,0.8879072193191065,0.9209162015209812,0.9209162015209812,0.002047277521342039,1.0,1.0,1.0,1.0,1.0,243.8983278274536
1e-05,256,0.0,25,1,0.2363393651656527,0.91366841602193,0.9115483148071046,0.8828799911000224,0.91366841602193,0.91366841602193,0.002035446851544715,1.0,1.0,1.0,1.0,1.0,243.6225368976593
1e-05,256,0.2,0,7,0.026651785903798766,0.9907633132889105,0.9925749364167008,0.9920898757007492,0.9907633132889105,0.9907633132889105,0.000537615385837853,1.0,1.0,1.0,1.0,1.0,384.1680028438568
1e-05,256,0.2,1,4,0.08113250330771136,0.9711349322361179,0.9754376845686156,0.9734694773316368,0.9711349322361179,0.9711349322361179,0.0035761191975325346,1.0,1.0,1.0,1.0,1.0,316.2566010951996
1e-05,256,0.2,2,5,0.05323929771454999,0.9811051500207735,0.984448819509339,0.9834236423609235,0.9811051500207735,0.9811051500207735,0.0030687451362609863,1.0,1.0,1.0,1.0,1.0,341.38175559043884
1e-05,256,0.2,3,3,0.1332155944163009,0.9528920691711389,0.9575492881676639,0.9536251482378157,0.9528920691711389,0.9528920691711389,0.01221540942788124,1.0,1.0,1.0,1.0,1.0,295.0049443244934
1e-05,256,0.2,4,6,0.03740335076175313,0.9868029639244956,0.9894123715341008,0.9894213779889965,0.9868029639244956,0.9868029639244956,0.003129998415933884,1.0,1.0,1.0,1.0,1.0,365.78980708122253
1e-05,256,0.2,5,4,0.08178018517069933,0.9710522036103432,0.9751870331162046,0.9731177523345416,0.9710522036103432,0.9710522036103432,0.004173100460320711,1.0,1.0,1.0,1.0,1.0,317.0647602081299
1e-05,256,0.2,6,4,0.0815297074578687,0.9714050959784748,0.9756947169781319,0.9744888180768977,0.9714050959784748,0.9714050959784748,0.007414659019559622,1.0,1.0,1.0,1.0,1.0,321.0944776535034
1e-05,256,0.2,7,1,0.7269355649291815,0.7163114798546717,0.6807499658295443,0.6313518376352295,0.7163114798546717,0.7163114798546717,0.04063652455806732,1.0,1.0,1.0,1.0,1.0,250.55175614356995
1e-05,256,0.2,8,3,0.1355087280454654,0.9523113565010285,0.9588683844267027,0.9549718926429032,0.9523113565010285,0.9523113565010285,0.006011288613080978,1.0,1.0,1.0,1.0,1.0,297.0554668903351
1e-05,256,0.2,9,6,0.0362604436939192,0.987820721013316,0.9897797514431447,0.9893046607445913,0.987820721013316,0.987820721013316,0.0007227553869597614,1.0,1.0,1.0,1.0,1.0,365.06901001930237
1e-05,256,0.2,10,3,0.13749248390557323,0.951630375907269,0.9566031617424141,0.9510558689567333,0.951630375907269,0.951630375907269,0.019203724339604378,1.0,1.0,1.0,1.0,1.0,295.358425617218
1e-05,256,0.2,11,6,0.03785950644220801,0.9869684499314129,0.9893575776719181,0.9891239119904467,0.9869684499314129,0.9869684499314129,0.00022723764413967729,1.0,1.0,1.0,1.0,1.0,362.55583119392395
